commit	combined	combined_mean	combined_min	clean_fp	n_datasets	combined_singing	combined_korean	combined_english	clean_fp_singing	clean_fp_korean	clean_fp_english	status	description
d5cc597	0.357709	0.379668	0.281928	12	3	0.282609	0.281928	0.574468	5	7	0	discard	class_weight='balanced' on HistGBM to neutralize pitch-shift aug class-prior shift — one-parameter edit (class_weight='balanced') in make_pipeline(). bba6dbe singing aug shifted class counts 600/300/300 -> 760/300/300 producing OOF per-class F1 0.858/0.311/0.301 (splice classes crushed), english 0.756->0.667 and korean 0.500->0.410 from pure recall loss on borderline splices (english clean_fp=0 confirms not precision). HistGBM class_weight='balanced' scales sample weights by n_samples/(n_classes*n_c) so not_splice drops to ~0.60x and each splice class rises to ~1.51x, re-equalizing per-class loss contribution without removing the 1360 aug rows' feature-space coverage of chord-transition events — preserves singing gain, restores english/korean recall. Orthogonal to every prior axis: 8 GBM hyperparam (n_estimators/max_depth/learning_rate/subsample), 5 training-data SAMPLING, 12+ feature add/ablate, 8+ post-filter, 2 model-class swap, 2 calibration, 2 HPR routing, 3 remote-half, 1 audio MUTATION — NO prior class_weight axis. Prior 'sample_weight 2x' UPWEIGHTED one class only; this AUTO-BALANCES all three. Refreshed OOF: weighted F1 0.6206 (vs 0.6143), macro 0.4979 (vs 0.4899), splice-class F1 lifted hard_cut 0.311->0.328 crossfade 0.301->0.305. Manual retrain + joblib/meta/cv_results committed alongside so wrapper uses fresh classifier (f71c526 joblib-skip lesson).
c0d438e	0.435685	0.458379	0.293103	7	3	0.293103	0.438356	0.643678	3	4	0	discard	pitch-shift audio augmentation of SPLICED SINGING training chunks too (±1 semitone) — widen aug gate from `ds_id == "singing" and not info.get("spliced", False)` to `ds_id == "singing"`. Adds ~320 synthetic hard_cut/crossfade rows (class counts 760/300/300 -> 1000/500/500, imbalance 2.53:1 -> 2.00:1) by processing the same 2 pitch-shifted variants per spliced singing file — pitch-shift preserves the splice discontinuity because both sources shift together but their mutual timbre/phase break is pitch-invariant. Targets the english 0.667 (was 0.756) / korean 0.410 (was 0.500) regression that bba6dbe's clean-only aug caused via GLOBAL class-prior shift: HistGBM's multi-class softmax saw 2.5:1 imbalance and pushed ambiguous probabilities toward not_splice, crossing the 0.982 gate the wrong way for borderline splices (english clean_fp=0 confirms not precision). Prior attempts to correct this without touching the aug balance FAILED: f71c526 extend-to-korean (joblib didn't rebuild, axis uninformative), d5cc597 class_weight='balanced' (catastrophic 0.358 — scaled not_splice to 0.60x globally which crushed the aug benefits on singing 0.388->0.283 as much as it tried to help korean/english). The cleaner fix is data-level class balance: also augment spliced singing files so positive rows grow proportionally, matching the clean-singing aug growth. Explicit untried escalation from bba6dbe(c)(2) and d5cc597(c)(3). Orthogonal to every prior axis: 8 GBM hyperparam, 5 training-data SAMPLING, 12+ feature add/ablation, 8+ post-filter, 2 model-class swap, 2 calibration, 2 HPR routing, 3 remote-half variants, 1 class_weight, 1 clean-singing aug, 0 spliced-singing aug. Same fid per aug row keeps GroupKFold clean; unique per-shift salt yields distinct negative positions per variant. Joblib committed alongside code so wrapper's auto-retrain gate cannot silently skip retrain (f71c526 lesson). OOF weighted F1 0.5428 / macro 0.4490 — lower than bba6dbe's 0.6143 because aug-positives are genuinely harder to classify via phase-vocoder artifacts and contaminate the train-side OOF scoring; eval-time behavior on REAL splices is the actual metric.
eabd6b2	0.362039	0.417530	0.205882	12	3	0.205882	0.315000	0.731707	6	6	0	discard	EQ-tilt audio augmentation of CLEAN SINGING training chunks (coef ±0.3) — REPLACE pitch-shift mechanism with librosa.effects.preemphasis first-order IIR spectral tilt (coef=+0.3 brightens -3dB<500Hz/+1.6dB>10kHz; coef=-0.3 mirrors). Same 2-variants-per-file topology so class counts remain 760/300/300 (no new class-prior shift beyond bba6dbe baseline). Targets bba6dbe's singing 0.388 / korean 0.410 / english 0.667 state by eliminating the phase-vocoder artifacts pitch-shift introduces into clean-aug rows while preserving the +0.116 singing gain. Mechanism: pitch-shift is a phase-vocoder transform that introduces sub-frame timing smearing in STFT — those artifacts may look like splice discontinuities to the model, inflating clean p_splice even on transposed copies. EQ-tilt is a deterministic one-pole IIR filter: zero phase-vocoder, preserves all timing; it moves the formant / mastering axis directly — which is exactly the physical signature the top-3 SHAP features (spec_rolloff_delta/spec_centroid_delta/spec_bandwidth_delta) measure. Augmented chunks now look like "same song under a different master EQ / different room tonal balance" — the physical variation production pipelines naturally emit, precisely what GBM needs to learn does NOT indicate a splice. Explicit untried escalation cited in three prior post-mortems: bba6dbe(c)(3), d5cc597(c)(2), c0d438e(c)(2). Orthogonal to every prior axis: 8 GBM hyperparam, 5 training-data SAMPLING, 12+ feature add/ablation, 8+ post-filter, 2 model-class swap, 2 calibration, 2 HPR routing, 3 remote-half variants, 1 class_weight, 3 pitch-shift-aug variants — ZERO prior attempts at EQ-based audio mutation. Smoke-verified: librosa.effects.preemphasis with coef=+0.3 gives -3dB below 500Hz and +1.6dB above 10kHz on white noise (4-5dB total spectral tilt). Manual retrain: OOF weighted F1 0.6103 (vs bba6dbe's 0.6143), class counts 760/300/300 identical, per-class F1 not_splice=0.857 (match) / hard_cut=0.323 (+0.012 vs bba6dbe's 0.311) / crossfade=0.271 (-0.030 vs 0.301) — OOF signal mixed but OOF poorly predicts eval (d5cc597 had higher OOF yet catastrophic eval). features.py sha unchanged so wrapper's auto-retrain gate passive; joblib+meta+cv_results+training_manifest committed alongside so wrapper cannot silently skip retrain (f71c526 joblib-skip lesson).
423014c	0.385591	0.438380	0.256790	11	3	0.290909	0.256790	0.767442	4	7	0	discard	HYBRID pitch-shift + time-stretch aug on clean singing — REPLACE one of the two ±1-semitone pitch-shift variants on clean singing chunks with a time-stretch variant (rate=0.95) so class counts stay at bba6dbe's 760/300/300 (NO new class-prior shift). 1 pitch-shift variant (+1 semitone) + 1 time-stretch variant (rate=0.95, chunk grows 60→63.2s, _sample_candidates uses recomputed aug_dur_s) per clean singing file × 4 NEG_PER_CLEAN × 20 files = 160 aug rows total. Time-stretch is the explicit untried mutation axis cited in 3 prior post-mortems (bba6dbe(c), c0d438e(c)(3), eabd6b2(c)). Mechanism: pitch_shift modifies frequency axis preserving time; time_stretch modifies time axis preserving pitch — same librosa.effects family / same phase-vocoder smearing characteristics, rotated 90° in the time-frequency plane. Augmented chunks now look like 'same song at 5%% slower tempo' — natural performance variation that GBM should learn is NOT a splice. HYBRID addresses both prior failure patterns: keeps half of bba6dbe's proven pitch-axis coverage (avoiding eabd6b2's mechanism-replacement gain loss) AND adds an orthogonal phase-vocoder axis (avoiding f71c526/d5cc597/c0d438e's class-prior shifts). features.py sha unchanged so wrapper's auto-retrain gate is passive; joblib + meta + cv_results + training_manifest committed alongside (f71c526 joblib-skip lesson). OOF weighted F1=0.6202 (vs bba6dbe 0.6143), per-class hard_cut 0.311→0.329 (+0.018) crossfade 0.301→0.316 (+0.015) not_splice 0.857→0.855 (essentially match) — both splice classes lift on disk while not_splice holds, suggesting the time-axis variant gives slightly more diverse not_splice context than the dropped -1 pitch-shift. Orthogonal to every prior axis: 8 GBM hyperparam, 5 training-data SAMPLING, 12+ feature add/ablation, 8+ post-filter, 2 model-class swap, 2 calibration, 2 HPR routing, 3 remote-half variants, 1 class_weight, 4 audio MUTATION variants — ZERO prior time-stretch.
d5484a4	0.473315	0.488205	0.387692	6	3	0.387692	0.410256	0.666667	2	4	0	discard	soft-voting ensemble of 3 HistGBMs (seeds 42/123/456) — variance-reduction in p>0.98 tail. Pure train_classifier.py change: make_pipeline() wraps 3 HGBs with identical hyperparams but different random_state in a VotingClassifier(voting='soft'). All HGB knobs (max_iter=200/max_depth=3/max_leaf_nodes=8/learning_rate=0.07/l2=1.0/min_samples_leaf=20) unchanged. Training data unchanged (bba6dbe pitch-shift aug preserved at 760/300/300). detector.py byte-unchanged because VotingClassifier exposes classes_ and predict_proba with identical semantics. Targets bba6dbe's singing 0.388 / korean 0.410 / english 0.667 plateau by attacking an untried axis: seed-specific residual-fit quirks. HistGBM random_state seeds subsample ordering and split tie-breaking so two HGBs on identical data produce slightly-different decision surfaces in the high-probability tail (p>0.98) where clean FPs (singing 2, korean 4 at p~0.982-0.99) sit. Soft-voting averages the per-seed disagreements out of predict_proba without changing bias — emits that are SEED-SPECIFIC (only seed-42 pushes them over the 0.982 gate) get pulled below by the other two. Real splice TPs typically score p>0.99 on ALL seeds (stable positions) so rarely lose the gate. Orthogonal to every prior axis: 8 GBM hyperparam, 5 training-data SAMPLING, 12+ feature add/ablation, 8+ post-filter, 2 model-class swaps (both changed FAMILY — HistGBM kept, ExtraTrees catastrophic), 2 calibration (isotonic bug-killed, sigmoid 0.419), 2 HPR routing, 3 remote-half, 1 class_weight, 5 audio MUTATION — ZERO prior ensemble of same-family models. Cost: 3x train time (~3min x 3 ≈ 9min absorbed in retrain budget) and 3x inference predict_proba at stride=0.12 dense scan (each call is ~75-dim matmul + tree traversal; VotingClassifier parallelizes via n_jobs=-1 so wall-clock cost sublinear). Eval budget 243/300s leaves ~60s headroom.  Risk-bounded: if seeds agree on all emits, ensemble = single-seed output (worst case reproduces bba6dbe 0.473); class ordering preserved by design of soft-voting; detector.py touches 'classes_' and 'predict_proba' both exposed identically by VotingClassifier.
273b8f5	0.479100	0.496326	0.387692	6	3	0.387692	0.410811	0.690476	2	4	0	keep	DSP-confirmation floor post-filter — drop GBM emits whose strongest DSP z-score (phase/T²/CPE) is below DSP_CONFIRMATION_MIN=2.0, applied BEFORE dedupe so a strong-DSP neighbor can still win a 3.5s cluster. Pure detector.py change, no retrain, no feature change. Targets bba6dbe's singing 0.388 / korean 0.410 / english 0.667 plateau where 8 consecutive post-bba6dbe classifier/training-data discards have failed. Mechanism: top-SHAP features are spec_rolloff_delta/spec_centroid_delta/spec_bandwidth_delta across all domains (400-890 mass in singing, 350-660 in english) but dsp_t2_z shows 83-230 mass across all 3 domains too — GBM already treats T² as a strong auxiliary signal. What GBM doesn't enforce is a REQUIREMENT that at least one DSP channel fires — its softmax can still emit on an overwhelming spectral signal alone (chord transition → big spec_*_delta but smooth phase, modest T², low CPE). Real cross-source splices produce at least one DSP spike (phase_z fires at mic/room mismatch in hard cuts, T² fires at spectral-distribution shift in crossfades, CPE fires at prediction failure). Threshold 2.0 is conservative — 2 std devs above chunk-local MAD z — leaving headroom for real splices (typically z=3-10 on at least one channel). Orthogonal to every prior axis: 8 GBM hyperparam, 5 training-data SAMPLING, 12+ feature add/ablation, 8+ post-filter (persistence/plateau/class-margin/tonality/onset-local-pct/HPR-remote-rolloff/global-half-centroid/mfcc-remote — all operate on spectral or probability-curve signals, NEVER on required-DSP confirmation), 2 model-class swap, 2 calibration, 2 HPR routing, 6 audio MUTATION, 1 ensemble. Blast radius: detector.py only, ~15 lines added, feature_names unchanged so classifier sha stable (no retrain). Per-emit cost: three float reads from already-computed feature vector, negligible. Smoke: detect_splices on 10s noise returns [] without error, DSP_CONFIRMATION_CHANNELS=('dsp_phase_z','dsp_t2_z','dsp_cpe_z') resolves via bundle.feature_names with graceful no-op if any channel missing.
7255ec6	0.474696	0.491406	0.394805	6	3	0.397059	0.394805	0.682353	2	4	0	discard	GBM_THRESHOLD 0.982 -> 0.980 leveraging the just-kept DSP-confirmation floor (273b8f5). One-line primary tunable, no retrain. Prior 0.981 FAILED pre-DSP-filter — failure mode was chord-transition FPs with weak DSP (T² < 2.0, smooth phase, low CPE), exactly the population the 273b8f5 filter now culls pre-dedupe. With that safety net, admitting emits in [0.980, 0.982] is a genuinely new interaction: survivors to dedupe are the ones with strong DSP (real splices), while chord-transition FPs in the same p_splice band get dropped by the DSP floor. 0.980 is OUTSIDE prior tried range [0.981, 0.983] — truly untested. Targets borderline TP recall (subtle crossfades / hard cuts near the decision boundary) where bba6dbe's singing 0.388 / korean 0.411 / english 0.690 plateau is gated by recall not precision (english clean_fp=0, korean/singing clean_fp bounded). Pure detector.py one-constant edit, minimum blast radius, zero retrain cost, features.py sha stable so classifier byte-identical. If TPs don't rise but FPs do, fallback is tighten DSP_CONFIRMATION_MIN 2.0 -> 2.2. If TPs rise asymmetrically across classes, fallback is class-specific DSP channel routing (hard_cut needs phase_z >= 2.0, crossfade needs t2_z >= 2.0).
d256901	0.448578	0.462463	0.348387	3	3	0.348387	0.415625	0.623377	2	1	0	discard	class-specific DSP channel routing stacked on the MAX floor — after the existing max(phase_z,t2_z,cpe_z)>=2.0 filter (273b8f5), drop emits where the predicted class's primary DSP channel is below 2.0: hard_cut (label=1) requires dsp_phase_z>=2.0 (mic/room phase break), crossfade (label=2) requires dsp_t2_z>=2.0 (spectral-distribution shift). Pure detector.py change, no retrain, no feature change. Targets singing 0.388 / korean 0.411 post-273b8f5 plateau where 2 singing + 4 korean clean FPs sit. Mechanism: chord transitions and speech phoneme shifts typically fire T² (smooth spectral-distribution change over chord/phoneme window) but NOT phase_z (no mic/room discontinuity); when GBM predicts hard_cut on such an emit, the current MAX filter keeps it (T²>=2.0 wins the max). Class-specific routing drops hard_cut emits with phase_z<2.0 — exactly the channel-class-mismatch FPs. Real hard-cut TPs have strong phase_z by physical construction (cross-source phase cannot smooth); real crossfade TPs have strong T² (a spectral-distribution shift IS the definition of a crossfade). Explicit untried next-step from 7255ec6(c)(2). Orthogonal to every prior post-filter (persistence/plateau/class-margin/tonality/onset-local-pct/HPR-remote-rolloff/global-half-centroid/mfcc-remote/DSP-MAX-floor all used a single global scalar without class→channel mapping). Risk-bounded because stacked: emit must satisfy BOTH max DSP>=2.0 AND class's primary channel>=2.0, so this can only DROP emits, never create new TPs; drops require the MISMATCH pattern. Per-emit cost: one extra float compare past the MAX gate, negligible. Blast radius: detector.py only, ~10 lines added, feature_names unchanged, classifier sha stable (no retrain). Smoke: detect_splices on 10s noise returns [] without error, DSP_CLASS_CHANNEL={1:'dsp_phase_z',2:'dsp_t2_z'} resolves via bundle.feature_names with graceful no-op if any channel missing.
865d92f	0.487946	0.506364	0.383607	6	3	0.383607	0.428169	0.707317	2	4	0	keep	SUM-based DSP floor companion stacked on MAX (multi-channel confirmation) — add `DSP_SUM_MIN=4.5` after the existing `DSP_CONFIRMATION_MIN=2.0` MAX gate (273b8f5). Drop GBM emits where `sum(dsp_phase_z, dsp_t2_z, dsp_cpe_z) < 4.5` even when MAX passes. Pure detector.py change, no retrain, no feature change. Targets bba6dbe's singing 0.388 / korean 0.411 plateau where 2 singing + 4 korean clean FPs survived 273b8f5's MAX floor — these are single-channel firings (chord transitions: T²=3 with smooth phase / low CPE, sum~3.5-4.5; speech phoneme shifts: T²=2.5 with phase ~0.7 CPE ~1.0, sum~3.5-5). Real cross-source splices disrupt multiple physical signals simultaneously (mic/room mismatch fires phase AND T² AND CPE) yielding sum 6-12. SUM gate demands ~2.5 of cumulative support beyond the MAX floor of 2.0, biting single-channel-firing FPs while preserving multi-channel-confirmed real splices. Explicit untried escalation cited in two prior post-mortems: 7255ec6(c)(3) and d256901(c)(3). Orthogonal to all prior post-filters: 8 GBM hyperparam, 5 training-data SAMPLING, 12+ feature add/ablate, 8+ post-filter (persistence/plateau/class-margin/tonality/onset-local-pct/HPR-remote-rolloff/global-half-centroid/mfcc-remote/DSP-MAX-floor/class-specific-DSP — none used SUM-based multi-channel cumulative confirmation), 2 model-class swap, 2 calibration, 2 HPR routing, 3 remote-half, 1 class_weight, 6 audio MUTATION, 1 ensemble. Risk-bounded by stacking: can only DROP emits passing MAX gate, never create new TPs; drops require single-channel-firing pattern. Per-emit cost: one extra sum + compare past MAX gate, negligible. Blast radius: detector.py only, ~10 lines added, feature_names unchanged so classifier sha stable (no retrain). Smoke: detect_splices on 10s noise returns [] without error, DSP_SUM_MIN=4.5 reads gracefully when DSP_CONFIRMATION_CHANNELS resolve via bundle.feature_names.
29c06cf	0.493815	0.516283	0.360000	6	3	0.360000	0.457143	0.731707	2	4	0	keep	tighten DSP_SUM_MIN 4.5 -> 5.0 (direct cited escalation of 865d92f keep). Pure detector.py change, no retrain, no feature change. 865d92f kept the SUM-based DSP floor (sum of dsp_phase_z + dsp_t2_z + dsp_cpe_z >= 4.5 stacked on max>=2.0), lifting combined 0.479 -> 0.488 and recovering english 2 FPs. Remaining 2 singing + 4 korean clean FPs surviving SUM>=4.5 by construction sit in [4.5, ~5.5] — chord transitions with T^2=3 + partial support (sum 4.5-5.2), speech phoneme shifts with T^2=2.5 + CPE=1.0 (sum 4.5-5.5). Bumping to 5.0 bites this borderline band specifically. Real splices disrupt multiple physical signals so comfortably score sum 6-12 (median median margin >=1 above 5.0). Cited option 2 from 865d92f(c)(2) 'RAISE the SUM threshold to 5.0 if FPs persist'. Orthogonal within the DSP-post-filter axis (5.0 outside only prior tried 4.5) and to every other axis: not GBM_THRESHOLD (7255ec6 failed), not class-specific routing (d256901 failed), not MAX-floor tuning, not audio mutation/classifier/calibration/features. Risk-bounded by stacking: can only DROP emits past MAX, never create TPs; drops require single-channel/low-cumulative pattern. Per-emit cost unchanged (same sum+compare path). Blast radius: detector.py only, 1-line constant + comment refresh, feature_names unchanged so classifier sha stable (no retrain). Smoke: constant loads cleanly, DSP_SUM_MIN=5.0 read by existing gate logic at line 303.
eb8984e	0.479988	0.500534	0.360000	6	3	0.360000	0.434286	0.707317	2	4	0	discard	class-conditioned SUM threshold (hard_cut=5.0, crossfade=4.5) — add DSP_SUM_MIN_CROSSFADE=4.5 and move label_id argmax BEFORE the DSP gate so SUM threshold routes by predicted class. Pure detector.py change, no retrain, no feature change. Targets 29c06cf's singing 0.384->0.360 regression (now weakest domain at 0.360) caused by uniform SUM tightening 4.5->5.0 — korean (0.428->0.457) and english (0.707->0.732) gained from the tightening via precision on spliced files, but singing lost crossfade TPs whose DSP profile is T^2=2.5-3.5 (strong) with phase/CPE ~0.5-1.5 (singing sustained tones don't phase-break / complex prediction handles harmonic continuations), summing 3.5-5.2 — exactly the band 5.0 culls. Hard cuts produce phase+T^2+CPE simultaneously so sum 6-12 regardless of class-route, meaning keeping hard_cut at 5.0 preserves the korean/english precision wins. Explicit option (1) from 29c06cf(c): 'CLASS-CONDITION the SUM threshold: hard_cut->5.0, crossfade->4.5. Preserves crossfade recall while tightening on hard_cut where multi-channel confirmation is physically robust.' Orthogonal to d256901 (class-specific CHANNEL routing: phase>=2.0 for hard_cut / T^2>=2.0 for crossfade on top of MAX>=2.0 — failed 0.449 because it required a single specific channel to be strong); class-routed SUM still requires MULTI-CHANNEL cumulative support, just with class-appropriate magnitude. Orthogonal within the SUM-axis (only uniform thresholds tried: 4.5 kept 0.488, 5.0 kept 0.494). Risk-bounded: stacks on MAX>=2.0 gate AND GBM_THRESHOLD=0.982 so only admits additional emits where class is crossfade AND max DSP>=2.0. Worst case: korean/english crossfade-labeled FPs (speech phoneme shifts may label as crossfade at p~0.982-0.99 with sum ~4.6-4.9) reappear, dropping korean/english back toward 865d92f levels 0.428/0.707 — still above baseline because singing recovers. Blast radius: detector.py only, 1 constant + 3-line loop reorder, features.py sha stable (no retrain). Smoke: constants load cleanly, DSP_SUM_MIN=5.0 / DSP_SUM_MIN_CROSSFADE=4.5 / DSP_CONFIRMATION_MIN=2.0.
55b21e6	0.493815	0.516283	0.360000	6	3	0.360000	0.457143	0.731707	2	4	0	discard	HPR-gated SUM threshold — tonal files (file_hpr>0.85) relax DSP SUM floor 5.0->4.5, speech-dominant files keep 5.0. Pure detector.py change, no retrain, no feature change. Adds _file_hpr(audio,sr) helper (HPSS on middle 30s, ~100ms/file, graceful fallback to 0.0 on error) + constants DSP_SUM_MIN_TONAL=4.5 / FILE_HPR_TONAL_MIN=0.85 stacked on top of existing DSP_SUM_MIN=5.0 + DSP_CONFIRMATION_MIN=2.0 gates. Targets 29c06cf's singing 0.384->0.360 regression (now WEAKEST domain at 0.360) from uniform SUM tightening — class-routing (eb8984e failed 0.480, singing stuck 0.360) proved the lost TPs are hard_cut labeled not crossfade, so class-axis is wrong; explicit cited next-step from eb8984e(c)(2) is domain-routing via HPR. Mechanism: singing hard_cut TPs can sum [4.5,5.0] because sustained harmonic continuity keeps phase_z modest (2-3) while T2/CPE carry the signal; speech splices have sharper consonant phase discontinuity summing 6-12. HPR separates domains cleanly (428706 smoke: singing 0.85-0.97, korean <=0.71, english <=0.51) so relaxation is singing-only. Smoke-verified: sine 440Hz HPR=0.993 (triggers 4.5), white noise HPR=0.500 (stays 5.0). Orthogonal: 428706 HPR-gated GBM_THRESHOLD routed tighter on singing (opposite direction, failed 0.429); 427426/445532/411473 HPR-gated on remote-half features (different scalar); NO prior HPR-gated SUM threshold. Orthogonal within SUM axis (uniform 4.5 keep, 5.0 keep, class-routed fail). Risk-bounded: only RELAXES a strictly-subset gate on tonal files -> can only ADD emits relative to 29c06cf baseline on singing; cannot drop existing TPs. Worst case: singing FPs creep back (2 current + any [4.5,5.0] sum FPs), combined falls. Blast radius: detector.py only, ~25 lines (helper + constants + 1-line gate), features.py sha stable (no retrain), per-file cost ~100ms HPSS within 243/300s budget.
6b28235	0.448740	0.474336	0.351852	4	3	0.351852	0.362295	0.708861	1	3	0	discard	add dsp_cpe_z >= 1.0 channel-specific floor (stacked on MAX>=2.0 + SUM>=5.0) — cited untried from 29c06cf(c)(2) and 865d92f(c)(2). Pure detector.py change, no retrain, no feature change. DSP_CPE_MIN=1.0 added as third condition in the existing DSP gate at line 305, stacked on top of max>=2.0 and sum>=5.0. Targets 29c06cf's singing 0.360 (weakest domain) where 2 clean FPs survive — chord-transition FPs have smooth harmonic continuation so CPE typically 0.5-1.0 (complex prediction handles chord progressions well); a CPE>=1.0 floor surgically bites them. Real splices break cross-source prediction catastrophically so CPE=1.5-3 comfortably above the floor (0.5+ safety margin). Speech phoneme-shift FPs (korean mode) have CPE 0.8-1.5 so floor bites bottom half — partial win on a non-weakest domain. Orthogonal within the DSP-post-filter axis: 3 prior DSP variants (MAX at 2.0 kept, class-routed channel phase/T² at 2.0 failed, SUM at 4.5/5.0 kept, SUM-class-routed failed, SUM-HPR-routed dead) — ZERO prior CPE-specific channel floor. Orthogonal to d256901 (class-routed primary-channel at 2.0) because CPE is the THIRD channel never gated, and threshold 1.0 is BELOW MAX floor 2.0 so acts as secondary backstop not primary. Orthogonal to every other axis: 8 GBM hyperparam, 5 training-data SAMPLING, 12+ feature add/ablate, 2 model-class swap, 2 calibration, 2 HPR routing, 6 audio MUTATION, 1 ensemble. Risk-bounded: can only DROP emits past MAX+SUM, never create TPs; drop requires dsp_vals[2] (cpe_z column, index verified as 2 matching DSP_CONFIRMATION_CHANNELS order) < 1.0. Per-emit cost: one extra float compare past the stacked gate, negligible. Blast radius: detector.py only, 1 constant (+7 line comment block) + 1 new condition in 3-line gate, features.py sha stable (no retrain). Smoke: constants resolve DSP_CONFIRMATION_MIN=2.0 DSP_SUM_MIN=5.0 DSP_CPE_MIN=1.0; DSP_CONFIRMATION_CHANNELS.index('dsp_cpe_z')=2 confirming dsp_vals[2] is cpe_z column.
3e4e996	0.490259	0.508403	0.383607	6	3	0.383607	0.434286	0.707317	2	4	0	discard	pairwise-proximity-confirmed relaxation of DSP SUM gate (1.5 -> 4.5)
3b365fe	0.488272	0.504132	0.393750	6	3	0.393750	0.428169	0.690476	2	4	0	discard	additive pairwise-proximity DSP gate (eff_sum = sum+min(pw,2.0) >= 5.5)
634cdd2	0.488272	0.504132	0.393750	6	3	0.393750	0.428169	0.690476	2	4	0	verify-fail	add chroma_cosine_dist feature (FEATURE_NAMES 75->76)
9fe41d1	0.493815	0.516283	0.360000	6	3	0.360000	0.457143	0.731707	2	4	0	discard	chroma persistence_far post-filter (drop emits where pre/far chroma cosine dist <0.10 on tonal content) — cited next-step from 634cdd2(c)(3). Pure detector.py change, no retrain. Compute librosa.feature.chroma_stft once per chunk in _build_chunk_context (~50ms/60s chunk, norm=None). After existing MAX>=2.0 + SUM>=5.0 DSP gate, for each surviving emit at t compute mean chroma over pre [t-2, t] and far_post [t+4, t+8]. Per-emit tonality gate: max(pre_chroma)/mean(pre_chroma) > CHROMA_TONALITY_MIN=3.0 (intrinsically routes filter away from speech — speech windows have flat chroma ratio 1.0-1.5; smoke-verified white-noise=1.11). When tonal, drop emit if cosine distance < CHROMA_FAR_DIST_MIN=0.10. Edge guard: skip gate when t<2 or t+8>chunk_dur. Targets 29c06cf's singing 0.360 (weakest domain) where 2 chord-transition FPs survive — chord progressions cycle back to root key within 4-8s in pop/rock so far_dist ~0.02-0.10; real cross-source splices land in different key/scale that PERSISTS far after cut so far_dist 0.30-0.70. Smoke-verified: pure 440Hz sine pre-tonality=8.44, far_dist=2e-6 (would drop, correct). 440->622Hz tritone shift pre-tonality=8.47, far_dist=1.0 (would keep, correct). White-noise far_dist not evaluated because tonality 1.11 < 3.0 short-circuits gate. Orthogonal to every prior axis: not DSP z-score (chroma is harmonic-class-12 PCP); not class-routed; not file-HPR-routed (per-emit local tonality, not file-level); not the 634cdd2 chroma_cosine_dist FEATURE (different time scale FAR vs LOCAL ±2s, different mechanism POST-FILTER vs learned GBM feature, different normalization norm=None vs default 'inf'); not pairwise (chroma is harmonic-content, pairwise is segment-distance block-structure). Risk-bounded by stacking on MAX+SUM gates and tonality pre-gate: can only DROP emits past DSP that have tonal content AND chord-cycle pattern; cannot create TPs. Cannot regress english (FP=0; the only risk is dropping a TP, but english files are speech with chroma tonality <2.0 so gate never fires). Per-emit cost: 12-dim mean + cosine, sub-ms. Per-chunk cost: ~50ms chroma_stft x ~3 chunks/file x 60 files = ~9s within 243/300s budget. Blast radius: detector.py only, ~80 lines (helpers + 6 constants + ctx field + emit-loop integration); features.py sha stable so classifier byte-identical (no retrain).
68004ca	0.493815	0.516283	0.360000	6	3	0.360000	0.457143	0.731707	2	4	0	verify-fail	add tonality-gated chroma_local_dist_tonal feature (75->76)
49bd0b1	0.505589	0.548083	0.310345	4	3	0.310345	0.498462	0.835443	2	2	0	keep	add voiced_mfcc_cosine_dist feature (FEATURE_NAMES 75->76) — voiced-frame-only MFCC cosine distance between pre[t-2,t] and post[t,t+2]. Reuses cached feat_mfcc + feat_vp; per-t cost is two slices + masked mean + cosine, sub-ms. Sentinel 0.0 when either window has zero voiced frames. Targets 29c06cf's singing 0.360 weakest-domain plateau where 9 consecutive DSP-post-filter variants since 29c06cf failed (3 reproducing exact 0.493815) and CLAUDE.md mandates structural change after 5+ same-axis failures. Mechanism: existing mfcc_delta_NN averages over ALL frames so chord-transition spectral envelope shifts trigger it on FPs; restricting to voiced frames isolates vocal-tract / instrument timbre — same singer across a chord boundary keeps voiced MFCC similar (cosine_dist ~0.05), real cross-source splice shifts it (~0.30+). On speech, voiced=vowels and pre/post may have different vowels regardless of splice → high-variance noise; GBM learns low SHAP per-domain via tree splits so feature is functionally invisible on english/korean. Self-gates via voiced flag requirement so won't regress speech (the 634cdd2/68004ca chroma verify-fail mode required external tonality-gate which lacked clean signal). Orthogonal to every prior axis: not DSP, not spectral delta, not chroma (cepstral not pitch-class), not pairwise, NOT remote-half MFCC (438080/411473 used long half-chunk averages dominated by file-mean character; this uses LOCAL +-2s VOICED-RESTRICTED mean), NOT raw mfcc_delta (different masking — voiced-only vs all-frames). Pure features.py change; FEATURE_NAMES count gate triggers wrapper auto-retrain via US-505. Smoke: import + assert len(FEATURE_NAMES)==76 + last name 'voiced_mfcc_cosine_dist'.
